,loan_id,account_id,date_x,amount,duration,payments,status,district_id,frequency,date_y,amount_order,k_symbol_LEASING,k_symbol_Other,k_symbol_POJISTNE,k_symbol_SIPO,k_symbol_UVER,date_min,date_max,amount_sum,amount_mean,amount_std,balance_min,balance_max,balance_mean,balance_std,type_PRIJEM_sum,type_VYBER_sum,type_VYDAJ_sum,operation_Other_sum,operation_PREVOD NA UCET_sum,operation_PREVOD Z UCTU_sum,operation_VKLAD_sum,operation_VYBER_sum,operation_VYBER KARTOU_sum,k_symbol_Other_sum,k_symbol_POJISTNE_sum,k_symbol_SANKC. UROK_sum,k_symbol_SIPO_sum,k_symbol_SLUZBY_sum,k_symbol_UROK_sum,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,type_x,gender,birth_date,type_y,issued
464,6632,7990,1998-04-23,144960,48,3020.0,1,9,POPLATEK MESICNE,1996-08-30,10178.0,0.0,0.0,0.0,7158.0,3020.0,1996-08-30,1998-04-22,1979449.0,13557.869863013699,14768.980310919469,700.0,144854.0,64162.767123287675,23329.26349844496,1004344.0,77964.0,897141.0,4970.0,121686.0,0.0,999374.0,853419.0,0.0,1852538.0,0.0,0.0,121686.0,255.0,4970.0,81344,61,23,4,2,6,55.3,8899,3.3,3.97,149,2987.0,2487,OWNER,F,1967-03-17,No Card,
465,6633,7997,1998-02-05,160656,24,6694.0,1,10,POPLATEK MESICNE,1996-04-25,6694.2,0.0,0.0,0.0,0.0,6694.2,1996-04-25,1998-02-04,1774537.0,12154.36301369863,14507.532583231345,400.0,173151.0,52422.57534246575,30895.46426521617,935086.0,120666.0,718785.0,4021.0,0.0,0.0,931065.0,839451.0,0.0,1770231.0,0.0,0.0,0.0,285.0,4021.0,92084,55,29,4,3,5,46.7,10124,0.5,0.54,141,3810.0,4316,OWNER,F,1970-12-10,No Card,
466,6641,8026,1997-09-09,128268,36,3563.0,1,36,POPLATEK MESICNE,1997-03-23,3563.0,0.0,0.0,0.0,0.0,3563.0,1997-03-23,1997-08-31,218154.0,12119.666666666666,12741.589488987722,700.0,75427.0,47029.61111111111,20089.438182461156,133239.0,0.0,84915.0,753.0,0.0,0.0,132486.0,84915.0,0.0,217386.0,0.0,0.0,0.0,15.0,753.0,159617,29,19,8,1,9,85.2,9198,3.3,4.28,131,5796.0,6132,OWNER,M,1942-12-08,classic,1997-12-13
470,6645,8041,1994-11-06,140400,36,3900.0,0,1,POPLATEK MESICNE,1993-10-10,3900.5,0.0,0.0,0.0,0.0,3900.5,1993-10-10,1994-11-04,494622.0,10991.6,15888.165607829565,400.0,115000.0,43563.6,18981.80817304247,261447.0,0.0,233175.0,2766.0,0.0,0.0,258681.0,233175.0,0.0,491781.0,0.0,0.0,0.0,75.0,2766.0,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,OWNER,M,1941-10-15,classic,1997-09-08
471,6647,8051,1994-06-01,208320,48,4340.0,0,1,POPLATEK TYDNE,1993-02-07,4340.0,0.0,0.0,0.0,0.0,4340.0,1993-02-07,1994-05-31,801927.0,9434.435294117648,10975.443206635113,200.0,82982.0,43945.04705882353,16039.82119890983,423055.0,54342.0,324530.0,2815.0,0.0,416640.0,3600.0,378872.0,0.0,798782.0,0.0,0.0,0.0,330.0,2815.0,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,OWNER,F,1968-04-14,No Card,
473,6655,8085,1997-10-17,260400,60,4340.0,1,73,POPLATEK MESICNE,1996-04-08,16221.0,0.0,10965.0,0.0,916.0,4340.0,1996-04-08,1997-10-09,1250444.0,9846.015748031496,12736.750829088622,600.0,111671.0,37448.503937007874,22540.661242914804,635748.0,35570.0,579126.0,2467.0,157201.0,0.0,633281.0,457495.0,0.0,1233096.0,0.0,0.0,14656.0,225.0,2467.0,182027,17,49,12,2,7,56.4,8746,3.3,3.74,90,4355.0,4433,OWNER,F,1950-06-19,No Card,
475,6660,8094,1997-05-09,220428,36,6123.0,1,67,POPLATEK MESICNE,1996-11-24,11788.0,0.0,0.0,0.0,5665.0,6123.0,1996-11-24,1997-04-30,460848.0,23042.4,22518.862784224624,600.0,105524.0,60165.6,24445.15124109483,254668.0,0.0,206180.0,1024.0,5665.0,253044.0,600.0,200515.0,0.0,454144.0,0.0,0.0,5665.0,15.0,1024.0,106054,38,25,6,2,6,63.1,8110,5.7,6.55,109,3244.0,3079,OWNER,M,1962-06-07,No Card,
477,6667,8127,1996-07-15,155880,24,6495.0,0,37,POPLATEK MESICNE,1994-10-13,14799.8,0.0,0.0,0.0,8305.0,6494.8,1994-10-13,1996-07-07,1737686.0,12237.225352112677,13730.353581266092,1000.0,164649.0,63263.2323943662,26666.215062665047,891122.0,71844.0,774720.0,4305.0,132880.0,0.0,886817.0,713684.0,0.0,1600261.0,0.0,0.0,132880.0,240.0,4305.0,114006,71,26,6,2,9,62.3,9065,4.4,5.39,123,4147.0,4166,OWNER,F,1968-10-30,classic,1998-10-11
479,6675,8158,1997-11-01,238716,36,6631.0,1,48,POPLATEK TYDNE,1996-06-16,18316.7,0.0,2148.0,0.0,9538.0,6630.7,1996-06-16,1997-10-31,1289747.0,12167.424528301886,15503.195338809915,1000.0,115151.0,65133.61320754717,20947.38132631187,686393.0,0.0,603354.0,4265.0,130694.0,676328.0,5800.0,472660.0,0.0,1180204.0,0.0,0.0,104918.0,360.0,4265.0,78955,50,24,8,1,9,59.0,9060,1.7,2.44,124,1655.0,1717,OWNER,M,1964-07-01,No Card,
484,6686,8260,1994-08-25,224604,36,6239.0,0,31,POPLATEK MESICNE,1993-03-24,6239.2,0.0,0.0,0.0,0.0,6239.2,1993-03-24,1994-08-16,1352023.0,14537.881720430107,15921.807031518167,200.0,109178.0,57496.88172043011,21234.836460836395,696154.0,70589.0,585280.0,3408.0,0.0,692546.0,200.0,655869.0,0.0,1348435.0,0.0,0.0,0.0,180.0,3408.0,51313,34,12,3,1,4,59.2,8930,3.5,4.2,108,1328.0,1452,OWNER,M,1976-05-24,junior,1995-05-28
487,6694,8316,1995-03-19,134784,24,5616.0,0,70,POPLATEK MESICNE,1994-06-04,5616.2,0.0,0.0,0.0,0.0,5616.2,1994-06-04,1995-03-07,513134.0,9329.709090909091,13721.533680439456,900.0,112839.0,44005.163636363635,25288.14952353333,264676.0,31068.0,217390.0,2899.0,0.0,0.0,261777.0,248458.0,0.0,510145.0,0.0,0.0,0.0,90.0,2899.0,285387,0,2,8,5,7,89.9,10177,6.6,7.75,81,9878.0,10108,OWNER,F,1940-05-11,No Card,
488,6695,8320,1997-06-04,309660,60,5161.0,1,51,POPLATEK MESICNE,1997-01-19,14266.2,0.0,0.0,0.0,9105.0,5161.2,1997-01-19,1997-05-31,206609.0,12153.470588235294,14498.561230849973,1100.0,70963.0,40151.705882352944,16132.778479561055,125709.0,0.0,80900.0,741.0,0.0,123868.0,1100.0,80900.0,0.0,205868.0,0.0,0.0,0.0,0.0,741.0,121947,37,28,7,3,11,70.5,8541,2.5,2.97,131,3496.0,3839,OWNER,F,1958-09-27,No Card,
490,6698,8327,1996-03-10,247728,48,5161.0,1,1,POPLATEK TYDNE,1995-08-08,11804.2,0.0,2539.0,0.0,4104.0,5161.2,1995-08-08,1996-03-09,605604.0,12112.08,16019.552783433888,200.0,108390.0,60054.68,23168.309789618994,329078.0,18907.0,257619.0,2555.0,19929.0,0.0,326523.0,256597.0,0.0,590647.0,0.0,0.0,12312.0,90.0,2555.0,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,OWNER,M,1979-06-19,junior,1996-08-14
492,6704,8377,1995-06-01,417060,60,6951.0,1,29,POPLATEK MESICNE,1993-11-20,13140.8,0.0,5018.0,0.0,1172.0,6950.8,1993-11-20,1995-05-31,783217.0,10584.013513513513,13221.549734557462,200.0,127509.0,58445.14864864865,25817.786643501833,432097.0,0.0,351120.0,3578.0,24760.0,0.0,428519.0,326360.0,0.0,774891.0,0.0,0.0,4688.0,60.0,3578.0,45714,52,10,5,1,6,55.6,8843,2.8,3.6,113,818.0,888,OWNER,F,1961-09-14,No Card,
493,6705,8381,1997-07-25,333648,48,6951.0,1,14,POPLATEK MESICNE,1996-09-17,15729.8,0.0,8039.0,0.0,740.0,6950.8,1996-09-17,1997-07-20,1231176.0,12692.536082474227,15055.33559632449,500.0,114446.0,61748.69072164949,26907.02231735583,665494.0,40424.0,525258.0,3721.0,61453.0,0.0,661773.0,504229.0,0.0,1222170.0,0.0,0.0,5180.0,105.0,3721.0,177686,69,27,10,1,9,74.8,10045,1.4,1.71,135,6604.0,6295,OWNER,F,1976-07-10,No Card,
494,6712,8405,1995-10-14,266220,60,4437.0,1,20,POPLATEK MESICNE,1994-05-10,12286.0,0.0,4095.0,3344.0,410.0,4437.0,1994-05-10,1995-10-12,803710.0,5581.319444444444,8132.126847146494,900.0,66744.0,34922.916666666664,11836.41652709118,420933.0,0.0,382777.0,3885.0,102037.0,0.0,417048.0,280740.0,0.0,750843.0,43472.0,0.0,5330.0,180.0,3885.0,70646,94,14,3,1,4,58.4,8547,2.6,3.64,120,1563.0,1542,OWNER,F,1965-02-17,No Card,
495,6715,8411,1996-05-06,220620,60,3677.0,1,20,POPLATEK MESICNE,1994-12-02,12996.3,0.0,3507.0,0.0,5812.0,3677.3,1994-12-02,1996-04-30,810381.0,6331.1015625,8321.36921164618,1100.0,70273.0,36907.5,14352.10271625565,418405.0,3753.0,388223.0,5321.0,111828.0,408184.0,4900.0,280148.0,0.0,735121.0,0.0,0.0,69744.0,195.0,5321.0,70646,94,14,3,1,4,58.4,8547,2.6,3.64,120,1563.0,1542,OWNER,F,1943-08-15,No Card,
497,6725,8489,1995-06-23,265320,36,7370.0,0,19,POPLATEK MESICNE,1993-09-18,11205.0,0.0,0.0,0.0,3835.0,7370.0,1993-09-18,1995-06-10,789199.0,5332.425675675676,6730.310290014903,700.0,61993.0,35566.96621621621,9992.551404435177,412244.0,0.0,376955.0,4906.0,65195.0,0.0,407338.0,311760.0,0.0,718858.0,0.0,0.0,65195.0,240.0,4906.0,51428,50,11,3,1,4,52.7,8402,3.1,3.98,120,999.0,1099,OWNER,F,1948-08-28,No Card,
502,6732,8533,1996-09-19,174048,48,3626.0,1,47,POPLATEK MESICNE,1995-10-10,3626.0,0.0,0.0,0.0,0.0,3626.0,1995-10-10,1996-09-13,931719.0,13503.173913043478,15365.59462484911,600.0,127068.0,72968.50724637682,23455.9736130474,492929.0,0.0,438790.0,4227.0,0.0,0.0,488702.0,438790.0,0.0,927402.0,0.0,0.0,0.0,90.0,4227.0,162580,83,26,5,1,6,72.8,9538,1.5,1.81,111,6079.0,5410,OWNER,F,1952-02-16,classic,1997-11-06
503,6734,8547,1996-05-30,173016,36,4806.0,1,14,POPLATEK TYDNE,1995-07-17,4806.5,0.0,0.0,0.0,0.0,4806.5,1995-07-17,1996-05-26,1270864.0,13519.829787234043,15523.361214314089,300.0,123928.0,61799.34042553192,26512.884149925678,679598.0,35826.0,555440.0,3732.0,0.0,0.0,675866.0,591266.0,0.0,1266892.0,0.0,0.0,0.0,240.0,3732.0,177686,69,27,10,1,9,74.8,10045,1.4,1.71,135,6604.0,6295,OWNER,F,1945-02-23,classic,1997-07-29
504,6736,8558,1994-06-14,288360,60,4806.0,1,1,POPLATEK PO OBRATU,1994-02-27,4806.5,0.0,0.0,0.0,0.0,4806.5,1994-02-27,1994-05-31,85851.0,8585.1,10827.981975213828,800.0,58496.0,33211.8,16686.23826058135,64651.0,0.0,21200.0,177.0,0.0,0.0,64474.0,21200.0,0.0,85674.0,0.0,0.0,0.0,0.0,177.0,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,OWNER,M,1935-12-15,No Card,
506,6738,8566,1994-09-29,230220,36,6395.0,1,74,POPLATEK MESICNE,1993-10-08,15843.8,0.0,8894.0,0.0,555.0,6394.8,1993-10-08,1994-09-07,589488.0,7188.878048780488,11907.134509690306,-2720.0,130801.0,27658.48780487805,29524.42937730389,297904.0,23339.0,268245.0,1765.0,93935.0,0.0,296139.0,197649.0,0.0,582518.0,0.0,60.0,4995.0,150.0,1765.0,323870,0,0,0,1,1,100.0,10673,4.7,5.44,100,18782.0,18347,OWNER,F,1942-11-09,No Card,
508,6746,8639,1998-06-06,185640,60,3094.0,1,46,POPLATEK MESICNE,1997-08-22,3094.5,0.0,0.0,0.0,0.0,3094.5,1997-08-22,1998-05-31,339794.0,6178.072727272727,7835.579266337445,400.0,59524.0,29159.618181818183,11311.877283848537,180681.0,42638.0,116475.0,1595.0,0.0,176386.0,2700.0,159113.0,0.0,338124.0,0.0,0.0,0.0,75.0,1595.0,112709,48,20,7,3,10,73.5,8369,1.7,2.31,117,2854.0,2618,OWNER,F,1962-07-16,No Card,
509,6748,8645,1998-12-08,240900,60,4015.0,1,60,POPLATEK MESICNE,1997-06-23,12934.0,0.0,0.0,0.0,8919.0,4015.0,1997-06-23,1998-12-05,605656.0,5047.133333333333,6386.6946040394105,700.0,59731.0,26268.258333333335,10061.73939929999,312734.0,0.0,292922.0,3011.0,115947.0,0.0,309723.0,176975.0,0.0,486503.0,0.0,0.0,115947.0,195.0,3011.0,110643,49,41,4,1,4,51.9,8441,3.4,4.48,115,1879.0,2252,OWNER,F,1949-08-25,No Card,
512,6755,8713,1998-07-24,170700,60,2845.0,1,53,POPLATEK MESICNE,1997-05-18,2845.0,0.0,0.0,0.0,0.0,2845.0,1997-05-18,1998-07-12,547920.0,6021.0989010989015,7224.106574602911,400.0,56839.0,28620.384615384617,11546.790719858272,287645.0,58040.0,202235.0,2560.0,0.0,264585.0,20500.0,260275.0,0.0,545225.0,0.0,0.0,0.0,135.0,2560.0,107911,88,33,6,2,7,50.9,8240,2.5,3.56,99,1850.0,1903,OWNER,M,1971-08-04,No Card,
517,6785,8899,1995-12-25,125340,60,2089.0,1,1,POPLATEK TYDNE,1994-09-05,5801.8,0.0,0.0,0.0,3713.0,2088.8,1994-09-05,1995-12-12,1230206.0,9686.661417322835,12382.248077946795,500.0,110933.0,51145.45669291339,22705.209390629192,624606.0,132641.0,472959.0,5040.0,48269.0,0.0,619566.0,557331.0,0.0,1176507.0,0.0,0.0,48269.0,390.0,5040.0,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,OWNER,M,1944-06-15,No Card,
519,6791,8926,1998-01-23,566640,60,9444.0,1,1,POPLATEK MESICNE,1997-03-21,17216.0,0.0,2718.0,1142.0,3912.0,9444.0,1997-03-21,1998-01-20,393060.0,5104.675324675325,6846.237121378887,200.0,61993.0,36640.37662337662,10665.31006043593,211478.0,0.0,181582.0,1998.0,46607.0,0.0,209480.0,134975.0,0.0,360663.0,6852.0,0.0,23472.0,75.0,1998.0,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,OWNER,F,1972-02-06,No Card,
520,6793,8931,1997-01-30,186300,60,3105.0,1,63,POPLATEK TYDNE,1996-01-01,11147.7,0.0,6294.0,0.0,1749.0,3104.7,1996-01-01,1997-01-25,1532831.0,12880.932773109243,15457.855984015405,200.0,170683.0,62766.01680672269,34244.506987694,779548.0,72426.0,680857.0,4364.0,72387.0,0.0,775184.0,680896.0,0.0,1512456.0,0.0,0.0,15741.0,270.0,4364.0,86513,38,36,5,1,5,50.5,8288,3.7,4.52,110,1562.0,1460,OWNER,M,1947-11-16,classic,1998-12-25
522,6808,8982,1994-10-12,227880,36,6330.0,0,64,POPLATEK MESICNE,1993-09-25,6330.2,0.0,0.0,0.0,0.0,6330.2,1993-09-25,1994-10-09,677019.0,8156.855421686747,12748.921387310294,1100.0,153214.0,45134.78313253012,29551.552110634006,365366.0,13188.0,298465.0,3481.0,0.0,0.0,361885.0,311653.0,0.0,673373.0,0.0,0.0,0.0,165.0,3481.0,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484.0,4265,OWNER,F,1955-11-04,No Card,
523,6810,9006,1996-06-08,186384,48,3883.0,1,40,POPLATEK TYDNE,1994-09-02,8424.0,0.0,0.0,0.0,4541.0,3883.0,1994-09-02,1996-05-31,2271011.0,11952.689473684211,14945.73612615982,700.0,129557.0,61578.39473684211,27339.87887029313,1146008.0,185624.0,939379.0,9359.0,86279.0,0.0,1136649.0,1038724.0,0.0,2174773.0,0.0,0.0,86279.0,600.0,9359.0,128118,9,16,6,3,8,85.3,9317,6.4,7.07,97,6949.0,6872,OWNER,M,1959-01-29,No Card,
524,6816,9017,1996-03-26,100224,48,2088.0,1,70,POPLATEK MESICNE,1995-11-22,2088.0,0.0,0.0,0.0,0.0,2088.0,1995-11-22,1996-03-21,88787.0,4932.611111111111,6475.81840513922,700.0,46487.0,28124.88888888889,9838.655987175633,60087.0,0.0,28700.0,611.0,0.0,56376.0,3100.0,28700.0,0.0,88176.0,0.0,0.0,0.0,0.0,611.0,285387,0,2,8,5,7,89.9,10177,6.6,7.75,81,9878.0,10108,OWNER,F,1957-02-01,No Card,
526,6818,9030,1996-12-12,155616,48,3242.0,1,72,POPLATEK MESICNE,1995-01-21,6660.0,0.0,831.0,0.0,2587.0,3242.0,1995-01-21,1996-12-11,842119.0,4896.040697674419,7083.464262449436,200.0,75294.0,44197.558139534885,11044.489924240886,451405.0,0.0,390714.0,6405.0,61524.0,0.0,445000.0,329190.0,0.0,788878.0,0.0,0.0,46566.0,270.0,6405.0,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672.0,9208,OWNER,F,1971-04-10,No Card,
529,6821,9037,1998-09-15,321936,48,6707.0,1,1,POPLATEK MESICNE,1996-10-22,14156.0,0.0,4033.0,0.0,3416.0,6707.0,1996-10-22,1998-09-12,751338.0,4221.0,4760.113052353529,400.0,62517.0,32014.65168539326,11317.67851572645,406926.0,0.0,344412.0,5076.0,134082.0,0.0,401850.0,210330.0,0.0,684504.0,0.0,0.0,61488.0,270.0,5076.0,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,OWNER,F,1961-04-08,No Card,
531,6836,9093,1994-08-03,189300,60,3155.0,1,47,POPLATEK MESICNE,1993-06-16,7083.0,0.0,2617.0,0.0,1311.0,3155.0,1993-06-16,1994-07-31,521683.0,5114.5392156862745,7367.478711727219,800.0,61043.0,32353.92156862745,12250.049946704617,273116.0,0.0,248567.0,2828.0,35352.0,0.0,270288.0,213215.0,0.0,506921.0,0.0,0.0,11799.0,135.0,2828.0,162580,83,26,5,1,6,72.8,9538,1.5,1.81,111,6079.0,5410,OWNER,M,1953-12-05,classic,1996-10-06
532,6841,9104,1994-08-07,172080,48,3585.0,0,10,POPLATEK MESICNE,1994-01-21,3585.2,0.0,0.0,0.0,0.0,3585.2,1994-01-21,1994-07-31,477490.0,11368.809523809523,13061.255376556055,200.0,119139.0,60744.119047619046,21110.326472273468,267849.0,12081.0,197560.0,2171.0,0.0,0.0,265678.0,209641.0,0.0,475259.0,0.0,0.0,0.0,60.0,2171.0,92084,55,29,4,3,5,46.7,10124,0.5,0.54,141,3810.0,4316,OWNER,F,1957-03-05,No Card,
533,6851,9138,1997-06-03,272220,60,4537.0,1,26,POPLATEK MESICNE,1996-07-18,16722.3,0.0,2666.0,0.0,9519.0,4537.3,1996-07-18,1997-05-31,458014.0,7270.063492063492,9982.365993821975,-625.0,93793.0,36907.36507936508,29722.535511010446,229797.0,10017.0,218200.0,1966.0,73110.0,0.0,227831.0,155107.0,0.0,398844.0,0.0,0.0,57114.0,90.0,1966.0,170449,0,0,0,1,1,100.0,10787,2.6,3.09,131,6041.0,6261,OWNER,F,1946-09-23,No Card,
536,6856,9156,1998-12-01,163332,36,4537.0,1,18,POPLATEK MESICNE,1997-09-14,4537.3,0.0,0.0,0.0,0.0,4537.3,1997-09-14,1998-11-30,558180.0,8457.272727272728,12279.771355357565,600.0,69554.0,29463.696969696968,16549.323763985685,287900.0,62990.0,207290.0,2899.0,0.0,0.0,285001.0,270280.0,0.0,555191.0,0.0,0.0,0.0,90.0,2899.0,70699,60,13,2,1,4,65.3,8968,2.8,3.35,131,1740.0,1910,OWNER,M,1937-12-08,No Card,
538,6859,9167,1998-03-07,272220,60,4537.0,1,56,POPLATEK MESICNE,1997-04-02,10919.3,0.0,887.0,545.0,4950.0,4537.3,1997-04-02,1998-03-06,575725.0,7196.5625,11635.643486194325,500.0,104228.0,39041.9125,24359.746981805118,306594.0,53144.0,215987.0,2275.0,32797.0,0.0,304319.0,236334.0,0.0,545885.0,2725.0,0.0,24750.0,90.0,2275.0,124605,11,42,14,1,8,46.0,8772,4.6,4.98,126,2854.0,3158,OWNER,F,1940-11-27,No Card,
539,6861,9179,1998-02-28,215040,60,3584.0,1,28,POPLATEK MESICNE,1997-01-21,3583.7,0.0,0.0,0.0,0.0,3583.7,1997-01-21,1998-02-15,571552.0,6970.1463414634145,8783.230125364465,1000.0,74897.0,37189.81707317073,12651.730478552217,304778.0,42154.0,224620.0,2750.0,0.0,301028.0,1000.0,266774.0,0.0,568682.0,0.0,0.0,0.0,120.0,2750.0,72541,66,26,10,0,8,36.9,8594,1.6,2.01,112,1580.0,1525,OWNER,F,1960-10-20,No Card,
540,6863,9188,1993-07-28,127080,60,2118.0,0,45,POPLATEK MESICNE,1993-02-08,10591.3,0.0,471.0,66.0,7936.0,2118.3,1993-02-08,1993-07-21,130019.0,5417.458333333333,6209.07575548236,800.0,49590.0,30061.041666666668,11520.127012732662,75146.0,0.0,54873.0,741.0,8473.0,69905.0,4500.0,46400.0,0.0,121276.0,66.0,0.0,7936.0,0.0,741.0,77917,85,19,6,1,5,53.5,8390,2.2,2.89,132,2080.0,2122,OWNER,M,1936-06-02,No Card,
542,6866,9201,1998-02-05,122472,24,5103.0,1,69,POPLATEK MESICNE,1996-10-28,18564.0,0.0,0.0,0.0,13461.0,5103.0,1996-10-28,1998-01-31,1406064.0,12554.142857142857,17182.49354622007,1000.0,106090.0,48396.00892857143,20832.474373281566,716966.0,68462.0,620636.0,4833.0,148071.0,709533.0,2600.0,541027.0,0.0,1252995.0,0.0,0.0,148071.0,165.0,4833.0,42821,4,13,5,1,3,48.4,8173,,7.01,124,,1358,OWNER,F,1961-01-31,No Card,
544,6871,9225,1997-04-13,164256,48,3422.0,1,11,POPLATEK MESICNE,1996-01-01,3421.5,0.0,0.0,0.0,0.0,3421.5,1996-01-01,1997-04-12,791868.0,8080.285714285715,11914.711276574175,600.0,116638.0,42341.704081632655,19753.605073144397,407643.0,77175.0,307050.0,3701.0,0.0,0.0,403942.0,384225.0,0.0,788017.0,0.0,0.0,0.0,150.0,3701.0,75637,35,36,9,0,7,36.5,9622,0.4,0.59,154,3475.0,3529,OWNER,M,1972-08-20,No Card,
545,6872,9227,1998-04-29,191580,60,3193.0,1,51,POPLATEK MESICNE,1997-11-04,6141.0,0.0,1164.0,0.0,1784.0,3193.0,1997-11-04,1998-04-18,70691.0,2356.366666666667,2375.114073243544,900.0,28099.0,18241.533333333333,6812.922532209291,43980.0,0.0,26711.0,631.0,5896.0,0.0,43349.0,20815.0,0.0,66477.0,0.0,0.0,3568.0,15.0,631.0,121947,37,28,7,3,11,70.5,8541,2.5,2.97,131,3496.0,3839,OWNER,F,1966-01-11,No Card,
548,6877,9241,1997-06-19,285240,60,4754.0,1,74,POPLATEK MESICNE,1996-09-25,8348.7,0.0,0.0,0.0,3595.0,4753.7,1996-09-25,1997-06-12,517329.0,9580.166666666666,12135.946578205454,1100.0,89240.0,49699.666666666664,16853.188593663366,288595.0,30694.0,198040.0,2275.0,14380.0,285220.0,1100.0,214354.0,0.0,500614.0,0.0,0.0,14380.0,60.0,2275.0,323870,0,0,0,1,1,100.0,10673,4.7,5.44,100,18782.0,18347,OWNER,M,1952-05-28,No Card,
554,6908,9353,1997-06-08,188616,24,7859.0,1,59,POPLATEK MESICNE,1995-11-03,18099.0,0.0,0.0,0.0,10240.0,7859.0,1995-11-03,1997-05-31,491383.0,7799.730158730159,12170.076042392842,900.0,125455.0,45805.47619047619,25098.210571002055,274297.0,25621.0,191465.0,2619.0,30720.0,0.0,271678.0,186366.0,0.0,457999.0,0.0,0.0,30720.0,45.0,2619.0,108871,41,29,7,2,6,62.1,8444,3.2,3.47,106,2595.0,2305,OWNER,M,1938-11-09,No Card,
556,6919,9403,1994-08-05,120888,36,3358.0,0,1,POPLATEK TYDNE,1993-03-27,6583.0,0.0,0.0,0.0,3225.0,3358.0,1993-03-27,1994-08-04,892905.0,9301.09375,12837.16316594181,600.0,116468.0,40838.739583333336,21557.45624835849,472460.0,53955.0,366490.0,2578.0,38700.0,0.0,469882.0,381745.0,0.0,851237.0,0.0,0.0,38700.0,390.0,2578.0,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,OWNER,F,1944-04-20,No Card,
560,6926,9455,1998-02-07,374760,60,6246.0,1,73,POPLATEK MESICNE,1996-11-03,17445.8,0.0,618.0,7793.0,2789.0,6245.8,1996-11-03,1998-01-31,1203981.0,10749.830357142857,14771.51949517,1000.0,102667.0,56102.5,20395.430244661784,624951.0,57976.0,521054.0,3915.0,114789.0,618336.0,2700.0,464241.0,0.0,1091292.0,77930.0,0.0,30679.0,165.0,3915.0,182027,17,49,12,2,7,56.4,8746,3.3,3.74,90,4355.0,4433,OWNER,M,1951-06-12,No Card,
562,6932,9491,1998-06-25,225504,48,4698.0,1,7,POPLATEK TYDNE,1996-08-08,12519.0,0.0,2245.0,872.0,4704.0,4698.0,1996-08-08,1998-06-18,2106264.0,11636.817679558011,16726.722152323182,800.0,127324.0,57411.56906077348,22184.541162007725,1102251.0,89150.0,914863.0,5824.0,143023.0,1095627.0,800.0,854690.0,6300.0,1999532.0,15696.0,0.0,84672.0,540.0,5824.0,94725,38,28,1,3,6,63.4,9920,2.2,2.87,130,4289.0,4846,OWNER,M,1980-01-28,junior,1997-10-03
563,6933,9493,1995-09-09,188688,48,3931.0,1,64,POPLATEK MESICNE,1995-04-02,10733.8,0.0,0.0,0.0,6803.0,3930.8,1995-04-02,1995-09-06,239224.0,10873.818181818182,11652.643700185088,400.0,71256.0,42203.454545454544,20050.38883063718,131402.0,36504.0,71318.0,984.0,6803.0,129718.0,700.0,101019.0,0.0,231422.0,0.0,0.0,6803.0,15.0,984.0,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484.0,4265,OWNER,F,1965-07-23,No Card,
564,6934,9494,1997-02-09,116832,12,9736.0,0,21,POPLATEK MESICNE,1996-05-10,14482.0,0.0,0.0,0.0,4746.0,9736.0,1996-05-10,1997-02-04,244507.0,5315.369565217391,5156.341723693029,400.0,40761.0,23391.804347826088,10577.321329922106,132622.0,0.0,111885.0,982.0,23730.0,0.0,131640.0,88155.0,0.0,219720.0,0.0,0.0,23730.0,75.0,982.0,103347,87,16,7,1,7,67.0,9104,1.5,2.07,123,2299.0,2354,OWNER,F,1948-10-18,No Card,
565,6938,9504,1997-03-10,341280,60,5688.0,1,9,POPLATEK MESICNE,1996-01-29,5688.0,0.0,0.0,0.0,0.0,5688.0,1996-01-29,1997-03-05,1050434.0,13642.0,15803.275795493199,700.0,110021.0,49678.493506493505,19137.47124073839,559399.0,78300.0,412735.0,2423.0,0.0,556276.0,700.0,482935.0,8100.0,1047876.0,0.0,0.0,0.0,135.0,2423.0,81344,61,23,4,2,6,55.3,8899,3.3,3.97,149,2987.0,2487,OWNER,M,1949-04-14,classic,1997-01-02
